applicant_id,age_years,income_type,annual_income,employment_years,education,family_status,housing_type,occupation_type,num_children,family_size,owns_car,owns_realty,credit_history_months,existing_loan_balance,num_credit_lines,payment_status
229,59,Commercial associate,64595.21,2.6,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,1,3,0,1,161,14588.94,7,3
230,36,Working,24692.97,11.7,Secondary / secondary special,Single / not married,Rented apartment,Managers,1,3,1,0,174,4799.21,1,2
231,54,Working,39723.14,5.0,Secondary / secondary special,Widow,House / apartment,Managers,0,2,1,1,169,5831.3,4,2
232,58,Working,36828.19,5.1,Incomplete higher,Civil marriage,Rented apartment,IT staff,1,2,1,0,147,9034.17,5,3
233,54,Student,17438.36,8.1,Incomplete higher,Widow,Rented apartment,Core staff,1,3,1,1,128,6683.63,6,2
234,41,Commercial associate,81357.46,12.7,Secondary / secondary special,Widow,House / apartment,Accountants,0,2,0,0,185,24724.04,0,1
235,50,State servant,53874.93,4.1,Secondary / secondary special,Married,House / apartment,Managers,0,1,0,0,210,16032.13,4,1
236,43,Pensioner,19740.44,0.0,Secondary / secondary special,Widow,House / apartment,Drivers,0,1,1,1,194,20552.96,3,3
237,51,Commercial associate,80967.83,6.2,Lower secondary,Married,Rented apartment,Drivers,0,2,1,0,103,9975.83,3,3
238,43,Pensioner,27567.97,0.0,Secondary / secondary special,Married,With parents,Drivers,1,3,0,1,32,22731.98,1,3
239,40,Working,39887.6,9.0,Higher education,Civil marriage,House / apartment,Core staff,2,3,1,1,79,6673.53,2,2
240,30,Working,33840.94,3.5,Incomplete higher,Civil marriage,Municipal apartment,Medicine staff,0,2,1,1,238,3947.27,6,3
241,39,Pensioner,22512.63,0.0,Secondary / secondary special,Separated,House / apartment,Medicine staff,1,2,1,0,165,8888.22,7,3
242,56,Pensioner,45074.68,0.0,Secondary / secondary special,Married,House / apartment,Medicine staff,0,1,0,1,39,32095.1,6,4
243,63,Working,49841.72,7.8,Secondary / secondary special,Married,Rented apartment,Sales staff,0,2,1,0,88,8088.67,5,3
244,26,Commercial associate,63666.85,5.8,Higher education,Separated,House / apartment,Core staff,0,2,0,0,177,8630.04,6,2
245,29,Commercial associate,54492.82,12.5,Secondary / secondary special,Civil marriage,House / apartment,Drivers,0,1,0,1,223,17621.55,5,3
246,45,State servant,74243.7,2.6,Higher education,Single / not married,Rented apartment,Laborers,0,1,0,0,136,13432.55,0,2
247,55,Commercial associate,87405.22,15.6,Incomplete higher,Married,House / apartment,Accountants,0,1,1,1,210,1950.96,5,3
248,29,Working,33643.27,8.5,Secondary / secondary special,Single / not married,House / apartment,Managers,1,2,1,1,124,824.08,1,3
249,36,Working,40690.56,0.8,Incomplete higher,Single / not married,House / apartment,Core staff,0,1,1,1,190,23987.82,2,3
250,23,Working,41625.65,8.3,Higher education,Civil marriage,Rented apartment,IT staff,0,1,0,1,216,738.58,7,1
251,23,Pensioner,29429.55,0.0,Lower secondary,Widow,House / apartment,Accountants,0,2,1,0,141,25611.89,7,3
252,28,State servant,30182.84,4.8,Secondary / secondary special,Civil marriage,Rented apartment,Laborers,0,1,0,1,189,9395.17,4,2
253,56,Commercial associate,69215.15,4.3,Secondary / secondary special,Civil marriage,With parents,IT staff,0,2,1,1,47,0.0,5,3
254,63,Working,67870.39,11.3,Lower secondary,Widow,House / apartment,Accountants,1,3,0,0,13,22763.93,2,2
255,45,Working,24310.36,1.6,Secondary / secondary special,Married,House / apartment,Managers,1,3,0,1,117,24618.53,6,4
256,29,Pensioner,16944.16,0.0,Incomplete higher,Married,House / apartment,Sales staff,0,2,1,1,150,21985.47,4,4
257,66,Pensioner,23265.05,0.0,Secondary / secondary special,Widow,Rented apartment,Sales staff,2,3,0,0,75,9405.73,4,2
258,34,Working,38120.47,4.2,Higher education,Widow,House / apartment,Medicine staff,0,2,0,1,118,10734.11,5,2
259,28,Working,76475.84,3.0,Secondary / secondary special,Civil marriage,With parents,Drivers,0,1,1,1,105,9540.16,7,2
260,27,Commercial associate,81035.89,1.0,Incomplete higher,Single / not married,Rented apartment,IT staff,1,2,0,1,99,6348.3,5,3
261,38,Working,59873.08,5.3,Secondary / secondary special,Married,House / apartment,Laborers,0,2,0,0,182,18367.41,3,2
262,57,Pensioner,25409.22,0.0,Secondary / secondary special,Married,Rented apartment,Drivers,0,1,1,0,8,12536.88,2,3
263,40,Working,40490.56,5.8,Higher education,Widow,House / apartment,Laborers,1,2,0,1,48,9426.49,2,3
264,42,Working,22135.64,3.0,Secondary / secondary special,Separated,With parents,Sales staff,0,1,1,0,210,6456.72,4,3
265,37,State servant,50944.36,5.5,Incomplete higher,Widow,House / apartment,Drivers,2,4,1,0,215,16772.12,2,2
266,67,Working,52734.11,12.6,Incomplete higher,Civil marriage,House / apartment,IT staff,0,1,1,1,78,30212.15,0,3
267,54,Working,65254.46,3.7,Higher education,Separated,Rented apartment,Managers,0,2,0,1,111,16427.91,4,4
268,53,Working,41679.43,6.4,Higher education,Widow,House / apartment,Core staff,1,3,0,0,239,0.0,7,3
269,42,Working,42766.98,6.9,Higher education,Single / not married,Rented apartment,IT staff,0,1,1,1,108,14706.15,0,3
270,47,Working,47678.22,2.2,Higher education,Civil marriage,With parents,Drivers,0,1,0,0,195,20775.28,6,3
271,64,Working,59047.39,4.6,Incomplete higher,Single / not married,With parents,Accountants,1,3,0,1,26,23517.63,6,3
272,53,Working,21844.1,4.7,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff,1,2,0,1,192,21191.07,7,4
273,60,Working,56592.88,5.7,Higher education,Single / not married,Municipal apartment,Laborers,1,2,1,0,122,16605.64,0,2
274,22,Commercial associate,59569.59,11.1,Secondary / secondary special,Single / not married,Municipal apartment,Drivers,0,2,1,1,142,47531.15,2,2
275,63,Pensioner,17625.35,0.0,Secondary / secondary special,Single / not married,House / apartment,Laborers,2,3,0,1,78,713.59,6,3
276,67,Working,12167.46,11.4,Secondary / secondary special,Widow,House / apartment,Medicine staff,0,2,0,1,199,32877.36,1,4
277,53,Working,42850.54,8.1,Incomplete higher,Single / not married,Municipal apartment,Sales staff,0,1,1,0,71,21642.55,7,4
278,67,Commercial associate,90401.97,15.8,Secondary / secondary special,Separated,House / apartment,Sales staff,1,3,0,1,60,42526.87,4,2
279,48,State servant,63445.59,1.2,Higher education,Civil marriage,House / apartment,Core staff,0,1,0,1,98,0.0,2,2
280,34,State servant,44975.27,0.7,Incomplete higher,Separated,Municipal apartment,Accountants,0,2,0,0,142,33441.78,3,3
281,50,Working,75901.59,20.7,Higher education,Married,House / apartment,Drivers,0,2,0,1,8,34656.68,3,3
282,51,Working,44323.68,2.1,Lower secondary,Separated,Municipal apartment,Medicine staff,0,1,0,1,140,13113.43,1,3
283,28,Working,60014.53,3.2,Secondary / secondary special,Separated,House / apartment,Laborers,3,5,1,1,65,4796.58,2,2
284,30,Working,37893.11,3.2,Incomplete higher,Married,House / apartment,Accountants,0,2,0,0,103,40476.17,6,3
285,35,Commercial associate,49193.42,7.9,Higher education,Single / not married,House / apartment,Medicine staff,1,3,0,0,53,5110.02,0,3
286,47,Working,34329.23,4.9,Secondary / secondary special,Widow,House / apartment,Medicine staff,1,3,1,1,136,27560.23,0,3
287,28,Working,12546.67,3.5,Incomplete higher,Single / not married,Municipal apartment,Drivers,2,4,1,1,19,32942.49,3,3
288,58,Working,65271.7,14.2,Incomplete higher,Civil marriage,With parents,IT staff,1,3,1,1,181,13072.44,0,2
289,26,Commercial associate,46525.72,1.1,Incomplete higher,Widow,Municipal apartment,Laborers,0,2,0,0,58,12991.54,3,3
290,67,Working,32377.34,9.9,Higher education,Widow,House / apartment,Laborers,0,2,0,0,44,36184.01,6,5
291,54,Pensioner,16436.28,0.0,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,1,2,1,1,4,11312.55,4,3
292,37,Working,41781.34,3.5,Secondary / secondary special,Separated,Rented apartment,Managers,0,2,1,0,234,8309.28,1,2
293,39,State servant,64688.89,3.8,Higher education,Widow,House / apartment,Accountants,0,2,0,0,171,0.0,0,2
294,54,Working,77977.02,4.6,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,4,1,1,112,28458.76,7,3
295,25,Pensioner,11723.5,0.0,Secondary / secondary special,Widow,House / apartment,Accountants,1,3,1,0,74,10518.56,6,3
296,56,State servant,35037.73,9.0,Secondary / secondary special,Separated,House / apartment,Medicine staff,1,3,0,1,166,24394.16,4,3
297,48,Student,9569.62,4.3,Higher education,Separated,Municipal apartment,Core staff,0,2,1,1,111,13234.21,2,3
298,31,Pensioner,37685.71,0.0,Incomplete higher,Separated,Municipal apartment,IT staff,0,1,1,0,217,31025.49,4,3
299,64,Pensioner,30808.62,0.0,Lower secondary,Married,House / apartment,IT staff,0,1,0,1,177,31501.76,6,3
300,51,Commercial associate,46632.04,6.3,Secondary / secondary special,Married,House / apartment,Managers,0,2,1,1,232,3054.56,0,2
301,29,Pensioner,28711.22,0.0,Incomplete higher,Widow,House / apartment,Core staff,0,1,1,1,208,9432.45,5,3
302,53,Working,37480.66,5.7,Incomplete higher,Separated,Rented apartment,Drivers,0,2,1,1,140,21973.72,3,2
303,41,Commercial associate,93899.17,11.7,Higher education,Widow,With parents,Medicine staff,0,2,1,0,6,31886.81,3,2
304,58,Commercial associate,71486.15,12.3,Secondary / secondary special,Civil marriage,With parents,Accountants,0,1,1,1,230,16355.81,7,3
305,45,State servant,49377.53,8.7,Incomplete higher,Single / not married,With parents,Laborers,0,1,1,1,59,17571.21,6,3
306,69,Commercial associate,8000.0,10.3,Secondary / secondary special,Widow,Municipal apartment,Sales staff,0,2,0,0,138,19182.33,5,4
307,66,Working,43948.08,8.4,Higher education,Widow,House / apartment,Sales staff,1,2,0,1,183,4490.88,5,3
308,22,Commercial associate,103747.43,4.1,Secondary / secondary special,Widow,House / apartment,Drivers,2,3,1,1,61,9558.5,2,2
309,41,Working,65886.53,5.1,Secondary / secondary special,Widow,With parents,Drivers,2,4,0,0,185,12777.29,7,2
310,30,Working,15908.34,1.2,Secondary / secondary special,Married,Municipal apartment,Medicine staff,0,1,1,1,132,27011.05,0,3
311,43,Commercial associate,53418.06,2.9,Higher education,Widow,Rented apartment,IT staff,0,2,0,0,221,36539.09,2,2
312,28,Working,26076.07,2.1,Higher education,Married,Rented apartment,Drivers,0,2,1,0,28,4079.18,1,3
313,47,Working,71949.85,3.5,Incomplete higher,Separated,Rented apartment,Core staff,1,3,1,1,67,23658.81,1,2
314,28,Working,48847.38,6.6,Secondary / secondary special,Married,House / apartment,Core staff,0,1,0,1,174,17619.91,6,3
315,51,Working,32907.22,4.0,Lower secondary,Married,With parents,Core staff,0,1,0,1,213,8979.53,1,2
316,43,Working,45537.99,9.2,Secondary / secondary special,Separated,Rented apartment,Drivers,0,2,0,1,56,3483.02,3,3
317,69,Working,8000.0,3.0,Incomplete higher,Single / not married,House / apartment,Core staff,1,2,1,1,173,17743.59,5,3
318,64,Pensioner,17367.38,0.0,Higher education,Widow,With parents,Core staff,0,2,1,1,99,7980.52,3,3
319,50,Working,45573.99,2.8,Incomplete higher,Single / not married,House / apartment,Core staff,0,2,1,1,208,19475.97,2,2
320,42,State servant,51839.46,11.2,Incomplete higher,Separated,Rented apartment,Accountants,0,1,0,0,90,2973.85,6,3
321,56,State servant,12821.6,3.0,Secondary / secondary special,Separated,House / apartment,Managers,1,2,1,1,228,1754.11,2,2
322,53,Commercial associate,51995.74,7.3,Higher education,Widow,House / apartment,Medicine staff,0,2,0,1,56,27902.54,3,3
323,27,Working,60902.55,3.5,Incomplete higher,Widow,With parents,Sales staff,1,3,1,1,238,17343.89,1,2
324,39,Commercial associate,29519.48,13.4,Secondary / secondary special,Civil marriage,With parents,Accountants,0,1,0,1,172,17064.93,3,2
325,69,Pensioner,30245.99,0.0,Secondary / secondary special,Single / not married,House / apartment,Drivers,2,3,1,1,52,8927.77,0,3
326,36,Pensioner,28646.55,0.0,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff,1,3,0,0,76,24099.63,0,2
327,21,Pensioner,44800.93,0.0,Incomplete higher,Separated,Rented apartment,Core staff,1,2,1,0,16,12807.88,0,3
328,61,Commercial associate,55167.14,8.8,Secondary / secondary special,Widow,Municipal apartment,Accountants,0,1,1,0,226,24338.03,6,3
329,66,Commercial associate,56396.39,7.9,Secondary / secondary special,Married,With parents,Drivers,1,2,1,1,37,9558.53,2,3
330,53,Working,58465.62,9.5,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,1,0,1,2251.42,3,2
331,52,Pensioner,15001.78,0.0,Higher education,Civil marriage,Rented apartment,Accountants,0,2,1,0,141,6279.68,3,2
332,38,Working,41521.09,5.7,Incomplete higher,Civil marriage,With parents,Drivers,1,3,0,1,108,20080.08,7,3
333,38,Pensioner,23533.89,0.0,Incomplete higher,Widow,House / apartment,Accountants,1,2,1,1,161,3141.23,6,2
334,65,State servant,38055.23,12.9,Secondary / secondary special,Single / not married,House / apartment,Drivers,0,1,0,0,111,36740.96,1,3
335,63,Working,58362.4,2.4,Higher education,Married,House / apartment,Laborers,1,3,0,0,50,0.0,0,2
336,45,Commercial associate,71637.39,14.3,Higher education,Married,House / apartment,Sales staff,2,4,0,1,140,13203.75,1,3
337,36,Working,33208.25,5.7,Higher education,Widow,With parents,Medicine staff,0,1,1,0,205,29291.45,1,3
338,30,Pensioner,29339.65,0.0,Incomplete higher,Separated,House / apartment,Laborers,0,1,1,0,28,18426.99,0,4
339,21,Working,68474.46,4.0,Secondary / secondary special,Widow,House / apartment,Core staff,0,2,0,1,65,10766.25,5,3
340,44,State servant,28360.88,2.2,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,3,1,1,206,28806.1,5,2
341,48,Working,47286.38,12.7,Higher education,Married,With parents,Core staff,1,3,1,1,220,3856.4,4,2
342,54,Student,13985.91,7.6,Higher education,Civil marriage,With parents,Laborers,3,5,1,1,53,11539.1,4,3
343,60,Pensioner,27382.55,0.0,Secondary / secondary special,Married,House / apartment,IT staff,1,3,1,0,194,0.0,2,2
344,38,Commercial associate,25756.19,5.3,Higher education,Married,House / apartment,Core staff,1,3,1,1,91,25606.8,2,3
345,29,Pensioner,41825.48,0.0,Higher education,Widow,House / apartment,Core staff,1,3,0,0,172,21721.16,0,3
346,62,Pensioner,20411.35,0.0,Lower secondary,Single / not married,With parents,Sales staff,1,2,1,0,135,21750.83,2,2
347,58,State servant,54365.01,2.9,Secondary / secondary special,Married,House / apartment,IT staff,1,3,0,0,99,16562.33,3,3
348,47,Working,35213.32,2.5,Incomplete higher,Single / not married,House / apartment,Medicine staff,0,2,0,1,1,15975.43,2,4
349,22,Commercial associate,46864.4,6.1,Higher education,Single / not married,House / apartment,Managers,2,3,1,1,86,16296.86,7,3
350,43,Working,64106.69,3.0,Higher education,Widow,House / apartment,Managers,0,2,0,1,149,18659.0,3,3
351,51,Commercial associate,80871.58,12.9,Incomplete higher,Separated,House / apartment,Drivers,1,2,0,1,184,16562.51,6,2
352,63,Working,48286.49,9.1,Incomplete higher,Civil marriage,With parents,IT staff,0,2,0,0,48,3821.51,2,3
353,45,Commercial associate,75984.16,8.9,Secondary / secondary special,Civil marriage,House / apartment,Laborers,1,2,0,1,47,0.0,7,3
354,43,Commercial associate,53940.39,1.2,Secondary / secondary special,Separated,With parents,Sales staff,1,3,0,0,182,40056.32,3,2
355,39,Commercial associate,59824.28,4.1,Higher education,Married,House / apartment,Laborers,1,2,0,0,59,7219.03,6,2
356,41,Commercial associate,46105.89,4.7,Secondary / secondary special,Civil marriage,Rented apartment,Core staff,0,2,0,0,69,12892.3,6,5
357,21,Pensioner,36859.84,0.0,Higher education,Single / not married,House / apartment,Accountants,3,4,1,0,99,28361.82,6,4
358,26,Pensioner,21204.55,0.0,Higher education,Married,With parents,Laborers,0,1,0,1,144,19042.77,4,3
359,58,Commercial associate,91188.28,7.3,Secondary / secondary special,Civil marriage,House / apartment,IT staff,1,2,1,1,79,0.0,6,3
360,38,Commercial associate,53367.48,8.7,Higher education,Separated,House / apartment,Laborers,0,2,1,1,119,1022.59,6,2
361,62,State servant,40287.12,10.2,Higher education,Separated,Rented apartment,IT staff,0,1,1,1,230,25563.4,1,2
362,40,Working,56949.97,9.9,Higher education,Married,House / apartment,Sales staff,0,2,0,1,211,22163.21,4,2
363,69,Working,45375.86,21.7,Higher education,Single / not married,House / apartment,Drivers,0,1,1,1,111,8804.08,4,2
364,29,Working,40307.94,5.6,Incomplete higher,Single / not married,House / apartment,Sales staff,0,2,0,1,85,14504.14,2,3
365,30,Pensioner,27705.77,0.0,Incomplete higher,Married,Municipal apartment,Managers,2,3,1,0,94,15461.8,5,3
366,49,Working,59077.64,7.9,Higher education,Civil marriage,Municipal apartment,Accountants,0,2,0,1,120,17970.64,7,2
367,60,Pensioner,21504.05,0.0,Higher education,Civil marriage,Rented apartment,Managers,0,1,0,1,95,20049.89,3,3
368,28,Pensioner,26762.88,0.0,Incomplete higher,Separated,House / apartment,Laborers,1,2,0,1,128,10333.96,1,2
369,45,Working,45162.02,3.3,Higher education,Separated,House / apartment,Laborers,1,3,1,0,134,23410.64,5,3
370,31,State servant,52104.19,3.9,Secondary / secondary special,Widow,Rented apartment,Managers,1,2,0,1,26,22127.23,7,3
371,57,Pensioner,27021.52,0.0,Higher education,Civil marriage,House / apartment,Core staff,0,1,0,1,142,25462.07,0,3
372,48,Working,73480.71,4.1,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,2,0,0,130,24248.45,7,3
373,53,Working,42534.52,10.3,Higher education,Civil marriage,Rented apartment,Laborers,0,1,1,0,221,23943.76,5,1
374,34,Working,41256.48,6.4,Secondary / secondary special,Separated,House / apartment,IT staff,0,2,1,1,117,9543.34,1,2
375,35,Working,42306.24,5.2,Secondary / secondary special,Single / not married,Rented apartment,Sales staff,0,2,1,0,101,13511.49,2,3
376,52,Working,24262.9,7.4,Higher education,Civil marriage,Rented apartment,Sales staff,1,2,1,0,41,4783.29,1,3
377,38,State servant,25485.82,1.4,Secondary / secondary special,Widow,Rented apartment,Medicine staff,2,4,1,0,31,17413.04,4,2
378,54,Working,36642.0,7.2,Secondary / secondary special,Separated,With parents,Drivers,0,2,0,0,149,5382.84,2,3
379,28,Working,62889.32,3.1,Lower secondary,Separated,House / apartment,Core staff,0,2,1,0,98,20638.89,5,3
380,35,Pensioner,27675.36,0.0,Secondary / secondary special,Widow,With parents,Accountants,1,2,1,1,122,29393.8,4,4
